OrderId,Return_reason
OR-085510,Changed mind
OR-039479,Delayed delivery
OR-066223,Delayed delivery
OR-077106,Product no longer wanted
OR-105896,Delayed delivery
OR-080457,Product no longer wanted
OR-064506,Poor customer service
OR-060759,Poor customer service
OR-053646,Incorrect item shipped
OR-021625,Incorrect item shipped
OR-061570,Item not as described
OR-066937,Received wrong quantity
OR-020345,Product no longer wanted
OR-003342,Better price found elsewhere
OR-016286,Better price found elsewhere
OR-010887,Better price found elsewhere
OR-087033,Better price found elsewhere
OR-060584,Product no longer wanted
OR-074807,Received wrong quantity
OR-088734,Item not as described
OR-088993,Better price found elsewhere
OR-017173,Product no longer wanted
OR-060934,Poor customer service
OR-083636,Product no longer wanted
OR-080693,Damaged item
OR-118541,Product no longer wanted
OR-113235,Damaged item
OR-043745,Poor customer service
OR-121062,Changed mind
OR-117359,No longer needed
OR-059008,Item not as described
OR-090908,No longer needed
OR-064316,Poor customer service
OR-103928,Changed mind
OR-116470,Damaged item
OR-043680,Damaged item
OR-003580,Incorrect item shipped
OR-012158,Changed mind
OR-026121,Product no longer wanted
OR-070634,Received wrong quantity
OR-072368,Item not as described
OR-023792,Delayed delivery
OR-081654,Changed mind
OR-038369,No longer needed
OR-022234,Delayed delivery
OR-063763,Received wrong quantity
OR-080368,Better price found elsewhere
OR-111594,No longer needed
OR-075325,Product no longer wanted
OR-040458,Damaged item
OR-007164,Changed mind
OR-120213,Better price found elsewhere
OR-091657,Product no longer wanted
OR-003820,Product no longer wanted
OR-123913,Product no longer wanted
OR-108432,Delayed delivery
OR-043812,Product no longer wanted
OR-030651,Changed mind
OR-061079,No longer needed
OR-017906,No longer needed
OR-028611,Better price found elsewhere
OR-087026,Incorrect item shipped
OR-058057,Better price found elsewhere
OR-006722,Incorrect item shipped
OR-033946,Better price found elsewhere
OR-052088,Delayed delivery
OR-069508,Damaged item
OR-085095,Product no longer wanted
OR-028111,Changed mind
OR-081846,Damaged item
OR-001116,Better price found elsewhere
OR-072620,No longer needed
OR-056898,Better price found elsewhere
OR-036997,Changed mind
OR-056343,Received wrong quantity
OR-059435,Item not as described
OR-090250,Incorrect item shipped
OR-037887,Better price found elsewhere
OR-098549,Changed mind
OR-083691,Product no longer wanted
OR-108470,No longer needed
OR-023873,No longer needed
OR-039350,Poor customer service
OR-003308,Incorrect item shipped
OR-000360,Changed mind
OR-069359,Product no longer wanted
OR-119058,No longer needed
OR-058118,Damaged item
OR-010438,No longer needed
OR-061836,Item not as described
OR-117483,No longer needed
OR-100167,No longer needed
OR-025448,Item not as described
OR-074921,Delayed delivery
OR-002367,Better price found elsewhere
OR-033246,Incorrect item shipped
OR-025466,Poor customer service
OR-099065,No longer needed
OR-046449,No longer needed
OR-095782,Delayed delivery
OR-077792,Poor customer service
OR-064152,Item not as described
OR-030399,Better price found elsewhere
OR-004139,Incorrect item shipped
OR-002353,Product no longer wanted
OR-072357,Product no longer wanted
OR-112352,Item not as described
OR-045491,Item not as described
OR-051645,Poor customer service
OR-044064,Better price found elsewhere
OR-049864,Better price found elsewhere
OR-120438,Incorrect item shipped
OR-015425,Received wrong quantity
OR-097410,Delayed delivery
OR-075870,Damaged item
OR-101073,Incorrect item shipped
OR-051134,Damaged item
OR-093333,Received wrong quantity
OR-061770,Item not as described
OR-075395,Item not as described
OR-124098,Product no longer wanted
OR-027515,Product no longer wanted
OR-004211,Better price found elsewhere
OR-080043,No longer needed
OR-052935,Better price found elsewhere
OR-075471,Better price found elsewhere
OR-096678,Changed mind
OR-078756,Delayed delivery
OR-020225,Incorrect item shipped
OR-113220,Better price found elsewhere
OR-094215,Delayed delivery
OR-007525,Product no longer wanted
OR-102341,Poor customer service
OR-008778,Item not as described
OR-040807,Item not as described
OR-051252,Changed mind
OR-012695,Product no longer wanted
OR-016339,Better price found elsewhere
OR-090647,Incorrect item shipped
OR-100987,Product no longer wanted
OR-102631,Poor customer service
OR-091403,No longer needed
OR-057065,Delayed delivery
OR-023274,Product no longer wanted
OR-100545,Damaged item
OR-047805,Better price found elsewhere
OR-088048,Damaged item
OR-032694,Received wrong quantity
OR-102997,Item not as described
OR-122267,Item not as described
OR-007177,Item not as described
OR-002765,Received wrong quantity
OR-019771,Better price found elsewhere
OR-045316,Changed mind
OR-123665,Poor customer service
OR-060303,Item not as described
OR-086302,Changed mind
OR-013436,No longer needed
OR-032597,Poor customer service
OR-049901,Changed mind
OR-000302,Changed mind
OR-124979,Received wrong quantity
OR-021800,Changed mind
OR-024224,Poor customer service
OR-082528,Poor customer service
OR-031345,No longer needed
OR-089873,No longer needed
OR-096443,Poor customer service
OR-010650,No longer needed
OR-091964,Received wrong quantity
OR-048049,Delayed delivery
OR-051674,Delayed delivery
OR-092701,Received wrong quantity
OR-077305,Damaged item
OR-027298,Damaged item
OR-071080,Item not as described
OR-031064,Received wrong quantity
OR-100758,Incorrect item shipped
OR-098249,Product no longer wanted
OR-106698,Product no longer wanted
OR-107428,Better price found elsewhere
OR-083567,Changed mind
OR-005127,Received wrong quantity
OR-004048,No longer needed
OR-031058,Received wrong quantity
OR-084685,Incorrect item shipped
OR-056810,Incorrect item shipped
OR-060013,Poor customer service
OR-017673,Delayed delivery
OR-093737,Better price found elsewhere
OR-108640,Incorrect item shipped
OR-092662,Changed mind
OR-058245,Damaged item
OR-011378,Product no longer wanted
OR-120932,Poor customer service
OR-121487,No longer needed
OR-014029,Delayed delivery
OR-002068,Item not as described
OR-107991,Product no longer wanted
OR-122800,Damaged item
OR-064770,Changed mind
OR-097256,Product no longer wanted
OR-123008,Item not as described
OR-072497,Item not as described
OR-040090,Product no longer wanted
OR-088259,No longer needed
OR-055930,Product no longer wanted
OR-122699,Incorrect item shipped
OR-022919,Better price found elsewhere
OR-041435,No longer needed
OR-099002,Poor customer service
OR-015973,Received wrong quantity
OR-052402,Poor customer service
OR-051137,Poor customer service
OR-023347,Item not as described
OR-102911,Received wrong quantity
OR-053624,Changed mind
OR-087478,Received wrong quantity
OR-121906,Better price found elsewhere
OR-102932,Item not as described
OR-091531,Incorrect item shipped
OR-036569,Poor customer service
OR-083521,Changed mind
OR-022805,Delayed delivery
OR-111905,No longer needed
OR-058621,Poor customer service
OR-088325,No longer needed
OR-097194,Better price found elsewhere
OR-004575,Delayed delivery
OR-071945,Item not as described
OR-029444,Damaged item
OR-105108,Poor customer service
OR-045511,Product no longer wanted
OR-014563,Item not as described
OR-034071,Received wrong quantity
OR-114926,Delayed delivery
OR-008554,Item not as described
OR-001644,Changed mind
OR-071554,Item not as described
OR-113295,Item not as described
OR-071971,Product no longer wanted
OR-119296,Changed mind
OR-099906,Incorrect item shipped
OR-000224,Damaged item
OR-045689,No longer needed
OR-096207,Changed mind
OR-092564,Damaged item
OR-123286,Received wrong quantity
OR-124978,Received wrong quantity
OR-088572,Incorrect item shipped
OR-028155,Received wrong quantity
OR-060953,Product no longer wanted
OR-124690,Received wrong quantity
OR-091745,Poor customer service
OR-119003,Better price found elsewhere
OR-052821,Poor customer service
OR-098839,Item not as described
OR-094234,Product no longer wanted
OR-125914,Poor customer service
OR-060411,No longer needed
OR-104808,Poor customer service
OR-026923,Item not as described
OR-003862,Incorrect item shipped
OR-045419,Incorrect item shipped
OR-094541,Damaged item
OR-119125,Product no longer wanted
OR-089175,Item not as described
OR-034346,No longer needed
OR-103558,No longer needed
OR-043239,Incorrect item shipped
OR-073591,Received wrong quantity
OR-039599,Product no longer wanted
OR-106511,Incorrect item shipped
OR-080683,Received wrong quantity
OR-065836,Poor customer service
OR-109528,Received wrong quantity
OR-036453,Item not as described
OR-027311,Received wrong quantity
OR-016259,Better price found elsewhere
OR-036563,Incorrect item shipped
OR-104122,Incorrect item shipped
OR-116851,Poor customer service
OR-034806,Poor customer service
OR-003008,Better price found elsewhere
OR-118090,Damaged item
OR-081737,Damaged item
OR-091854,Item not as described
OR-067750,Poor customer service
OR-102332,Product no longer wanted
OR-069800,Damaged item
OR-022312,Received wrong quantity
OR-125314,Delayed delivery
OR-026827,Received wrong quantity
OR-035268,Poor customer service
OR-045281,Poor customer service
OR-030176,Changed mind
OR-106931,Received wrong quantity
OR-060679,Delayed delivery
OR-097219,Changed mind
OR-103798,Changed mind
OR-111014,Better price found elsewhere
OR-055294,No longer needed
OR-092331,Received wrong quantity
OR-097185,Changed mind
OR-086647,Changed mind
OR-124181,Delayed delivery
OR-032428,Poor customer service
OR-048397,Changed mind
OR-124592,Delayed delivery
OR-120551,Poor customer service
OR-072598,No longer needed
OR-063478,Better price found elsewhere
OR-058290,No longer needed
OR-046978,Product no longer wanted
OR-037996,Better price found elsewhere
OR-036872,Product no longer wanted
OR-013504,No longer needed
OR-117478,Poor customer service
OR-022833,Delayed delivery
OR-010383,Poor customer service
OR-089941,Received wrong quantity
OR-071584,Better price found elsewhere
OR-103825,Received wrong quantity
OR-002592,Changed mind
OR-113065,Damaged item
OR-085076,Damaged item
OR-022551,Poor customer service
OR-086060,Delayed delivery
OR-041409,Item not as described
OR-025885,Better price found elsewhere
OR-111241,No longer needed
OR-106432,Product no longer wanted
OR-015364,Delayed delivery
OR-032899,Poor customer service
OR-042984,Product no longer wanted
OR-105757,Incorrect item shipped
OR-096596,Incorrect item shipped
OR-110251,Received wrong quantity
OR-000409,Product no longer wanted
OR-095307,Delayed delivery
OR-071343,Incorrect item shipped
OR-113500,Changed mind
OR-121744,Delayed delivery
OR-112327,Item not as described
OR-104250,Item not as described
OR-118791,Received wrong quantity
OR-091953,Received wrong quantity
OR-095730,Poor customer service
OR-123178,Changed mind
OR-075135,Incorrect item shipped
OR-077763,No longer needed
OR-047707,Product no longer wanted
OR-094601,Better price found elsewhere
OR-041469,Better price found elsewhere
OR-071425,Received wrong quantity
OR-034529,Received wrong quantity
OR-111804,Item not as described
OR-087218,No longer needed
OR-082803,Delayed delivery
OR-125124,Better price found elsewhere
OR-065059,Changed mind
OR-116678,Better price found elsewhere
OR-103528,Item not as described
OR-054282,Product no longer wanted
OR-061337,Product no longer wanted
OR-022868,Delayed delivery
OR-085128,Delayed delivery
OR-068943,Better price found elsewhere
OR-111489,Better price found elsewhere
OR-022916,Item not as described
OR-012732,Delayed delivery
OR-016407,Damaged item
OR-073115,Damaged item
OR-121195,No longer needed
OR-045966,Better price found elsewhere
OR-124497,Item not as described
OR-122354,Received wrong quantity
OR-061024,Product no longer wanted
OR-039770,Poor customer service
OR-011568,Item not as described
OR-034727,Delayed delivery
OR-096652,Item not as described
OR-015068,Better price found elsewhere
OR-050765,Product no longer wanted
OR-089179,Delayed delivery
OR-087521,Delayed delivery
OR-090520,No longer needed
OR-013597,No longer needed
OR-101011,Poor customer service
OR-046776,Product no longer wanted
OR-025679,Poor customer service
OR-109070,Item not as described
OR-017100,Changed mind
OR-098800,Received wrong quantity
OR-013398,Item not as described
OR-005656,Item not as described
OR-054954,Damaged item
OR-109194,Poor customer service
OR-033823,Poor customer service
OR-046847,Damaged item
OR-023582,Delayed delivery
OR-017212,Received wrong quantity
OR-047944,Received wrong quantity
OR-078505,Delayed delivery
OR-107889,Received wrong quantity
OR-019095,Product no longer wanted
OR-011879,Better price found elsewhere
OR-106375,Damaged item
OR-009822,Product no longer wanted
OR-107924,Received wrong quantity
OR-076472,Poor customer service
OR-029334,Item not as described
OR-011611,Changed mind
OR-064849,Changed mind
OR-007785,Product no longer wanted
OR-026062,Poor customer service
OR-005693,Changed mind
OR-086331,Delayed delivery
OR-064770,Changed mind
OR-059455,Delayed delivery
OR-122847,Delayed delivery
OR-057432,Received wrong quantity
OR-020129,Item not as described
OR-054826,Product no longer wanted
OR-022156,Delayed delivery
OR-012770,Product no longer wanted
OR-120520,Incorrect item shipped
OR-106460,Product no longer wanted
OR-112310,No longer needed
OR-115327,Better price found elsewhere
OR-037617,Incorrect item shipped
OR-025967,Delayed delivery
OR-109149,Product no longer wanted
OR-031598,Item not as described
OR-044051,No longer needed
OR-050130,Delayed delivery
OR-020701,Product no longer wanted
OR-071854,Item not as described
OR-094532,Delayed delivery
OR-053993,Changed mind
OR-038110,Damaged item
OR-118581,Better price found elsewhere
OR-065941,No longer needed
OR-048030,Received wrong quantity
OR-045164,Product no longer wanted
OR-078232,Item not as described
OR-036571,Changed mind
OR-065303,Received wrong quantity
OR-057060,No longer needed
OR-034407,Delayed delivery
